#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Density (g/mL)","Speed (ns/day)"
489000,488.99999999534856,-206360.28645783282,3508.6191575275734,-202851.66730030524,281.6078671636163,0.9989466203574179,333
490000,489.9999999953249,-206466.70420532764,3685.1434792932123,-202781.56072603443,295.7760158064445,0.9929810268522428,333
491000,490.99999999530127,-206551.92648367243,3709.5676414852496,-202842.35884218718,297.73634148254456,0.9913890720803656,333
492000,491.9999999952776,-206468.85182294933,3677.4210969647393,-202791.4307259846,295.1562039889443,0.9910032354858646,333
493000,492.999999995254,-206448.78458086346,3738.289102922543,-202710.49547794092,300.04157585938634,0.9803472658933576,333
494000,493.9999999952303,-206329.9276038233,3570.940836562775,-202758.98676726053,286.6099133599113,0.9969947314829253,333
495000,494.9999999952067,-206315.30547897096,3686.151336657582,-202629.15414231337,295.8569081889011,0.9922208494192776,333
496000,495.99999999518303,-206388.351463256,3799.9913023523986,-202588.3601609036,304.99390154667753,0.9920527233833986,333
497000,496.9999999951594,-206324.94154793784,3770.98540640017,-202553.95614153767,302.6658379616765,0.9856432998323372,333
498000,497.99999999513574,-206180.5079760159,3710.6170797524974,-202469.89089626342,297.8205712204816,0.9774186099708118,333
499000,498.9999999951121,-206252.3679779024,3714.59880881384,-202537.76916908857,298.1401517101972,0.9876932444488307,333
500000,499.99999999508844,-206409.55144829978,3878.0304178341758,-202531.5210304656,311.2574564893703,0.9939540198818504,333
